اذون اضافة الزيادات تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود الاذن";"التاريخ";"الوقت";"كود الصنف";"المخزن";"الصنف";"الوحدة";"الكمية";"السعر قبل";"التأثير";"الخصم %";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fname";"funit";"fquntity";"fpr_sd";"fefect";"fpdis";"fpr_s";"gtot"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"وش كود 17 فئه B اورجينال";"ك";"149.0000";"0.0000";"-";"0.0000";"28.8800";"4303.1200000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";"1064G-BL";"محل 1";"وش لاينر نيو بإطارسانشي شرم";"ك";"52.0000";"0.0000";"-";"0.0000";"30.0000";"1560.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";"SH1064";"محل 1";"وش لاينر نيو ابيض باطار( فضي /دهبي) سانشي شرم";"ك";"50.0000";"0.0000";"-";"0.0000";"26.2500";"1312.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";"10531G6";"محل 1";"وش اكريلك سانشي شرم";"ك";"46.0000";"0.0000";"-";"0.0000";"58.5000";"2691.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"وش لاينر نيو ابيض سانشي شرم";"ك";"5.0000";"0.0000";"-";"0.0000";"22.5000";"112.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"وش لاينر نيو سانشي شرم";"ك";"65.0000";"0.0000";"-";"0.0000";"26.2500";"1706.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";"TR-675";"محل 1";"تراك(بديل ماجنتك) مسطره ثابت اوبال 11 وات ورم المصري";"ك";"1.0000";"0.0000";"-";"0.0000";"172.2500";"172.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";"TR-575";"محل 1";"تراك(بديل ماجنتك) مسطره ثابت اوبال 24 وات ورم المصري";"ك";"1.0000";"0.0000";"-";"0.0000";"234.6000";"234.6000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";"TR-671";"محل 1";"تراك(بديل ماجنتك) مسطره متحرك عدسات 20 وات ورم المصري";"ك";"1.0000";"0.0000";"-";"0.0000";"372.3000";"372.3000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";"TR-673";"محل 1";"تراك(بديل ماجنتك) مسطره متحرك اوبال 20 وات ورم المصري";"ك";"1.0000";"0.0000";"-";"0.0000";"372.3000";"372.3000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";"TR-677";"محل 1";"تراك(بديل ماجنتك) مسطره متحرك اوبال 30 وات ورم المصري";"ك";"1.0000";"0.0000";"-";"0.0000";"478.5500";"478.5500000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"اسبوت فارغ ثابت ابيض سوفت مورا";"ك";"17.0000";"0.0000";"-";"0.0000";"15.2000";"258.4000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"اسبوت مدور ابيض سيلفيا";"ك";"16.0000";"0.0000";"-";"0.0000";"12.5000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"اسبوت فارغ مدور ثابت ابيض*(ابيض/اسود/فضي/دهبي) المصري";"ك";"5.0000";"0.0000";"-";"0.0000";"36.2500";"181.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"ايرث ليكدج 2فاز 63 امبير اوشين";"ك";"2.0000";"0.0000";"-";"0.0000";"945.0000";"1890.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"قاطع اتوماتيك 3*32 امبير اورجينال";"ك";"1.0000";"0.0000";"-";"0.0000";"225.0000";"225.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"سماعه سقف 7 سم";"ك";"1.0000";"0.0000";"-";"0.0000";"235.0000";"235.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"24";"11/04/2026 12:00:00 ص";"11/04/2026 03:55:36 م";;"محل 1";"كونتاكتور 18 امبير السويدي";"ك";"2.0000";"0.0000";"-";"0.0000";"640.0000";"1280.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"فيشه نتايه I LOCK";"ك";"1.0000";"0.0000";"-";"0.0000";"23.0000";"23.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"فيشه نتايه جلد 16A TAKSIM";"ك";"10.0000";"0.0000";"-";"0.0000";"28.0000";"280.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"فيشه نتايه كاوتش بونو";"ك";"13.0000";"0.0000";"-";"0.0000";"8.0000";"104.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"فيشه MK هيرو 16A";"ك";"20.0000";"0.0000";"-";"0.0000";"16.0000";"320.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"دوايه بفيشه حائطيه";"ك";"2.0000";"0.0000";"-";"0.0000";"8.0000";"16.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"دوايه دلايه (سقط)بكاليت الوسام";"ك";"7.0000";"0.0000";"-";"0.0000";"13.5000";"94.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"دوايه دلايه(سقط) قلاووظ الوسام";"ك";"2.0000";"0.0000";"-";"0.0000";"6.1200";"12.2400000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"بريزة داخل الحائط جولي اليوس";"ك";"1.0000";"0.0000";"-";"0.0000";"12.0000";"12.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"دايزك 4*1 كبير";"ك";"2.0000";"0.0000";"-";"0.0000";"50.0000";"100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"دايزك 4*1 صعير";"ك";"5.0000";"0.0000";"-";"0.0000";"40.0000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"حجاره دايره ريمود";"ك";"5.0000";"0.0000";"-";"0.0000";"10.0000";"50.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"صاموله سلك دش خفيفه";"ك";"20.0000";"0.0000";"-";"0.0000";"2.0000";"40.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"دوايه لمبة نيون";"ك";"2.0000";"0.0000";"-";"0.0000";"8.5000";"17.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور واير ليس ورم (20سم) جرين لايت";"لفه";"2.0000";"0.0000";"-";"0.0000";"2150.0000";"4300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور سنجل واير ليس ابيض جرين لايت";"لفه";"1.0000";"0.0000";"-";"0.0000";"1350.0000";"1350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور دابل وايرليس 8 مم ورم جرين لايت";"لفه";"1.0000";"0.0000";"-";"0.0000";"1300.0000";"1300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور تريبل  ابيض جرين لايت";"لفه";"1.0000";"0.0000";"-";"0.0000";"1725.0000";"1725.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور سنجل ابيض وايرليس المصري";"متر";"29.0000";"0.0000";"-";"0.0000";"1950.0000";"56550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور وايرليس دابل ابيض فوكسي";"متر";"13.0000";"0.0000";"-";"0.0000";"18.0000";"234.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور سنجل ورم وايرليس المصري";"متر";"73.0000";"0.0000";"-";"0.0000";"19.5000";"1423.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد 240 تيار ورم جرين لايت";"متر";"41.0000";"0.0000";"-";"0.0000";"50.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور 2تكه (ورم/ازرق) جرين لايت";"متر ";"119.0000";"0.0000";"-";"0.0000";"22.2500";"2647.7500000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور 2تكه (ابيض/ورم) جرين لايت";"متر";"12.0000";"0.0000";"-";"0.0000";"22.2500";"267.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور سنجل ابيض جرين لايت";"متر ";"57.0000";"0.0000";"-";"0.0000";"7.9000";"450.3000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور ورم تريبل جرين لايت";"ك";"71.0000";"0.0000";"-";"0.0000";"20.0000";"1420.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"ليد بيت نور دابل ابيض جرين لايت";"متر ";"33.0000";"0.0000";"-";"0.0000";"13.3500";"440.5500000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"بكره ليد بيت نور رباعي ورم هوم لايت";"متر";"10.0000";"0.0000";"-";"0.0000";"45.0000";"450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"23";"10/04/2026 12:00:00 ص";"10/04/2026 01:33:33 م";;"محل 1";"بكره ليد بيت نور دابل وايرليس ابيض جرين لايت";"متر ";"69.0000";"0.0000";"-";"0.0000";"16.5000";"1138.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"25";"12/04/2026 12:00:00 ص";"12/04/2026 05:30:51 م";;"محل 1";"ابليك 40 اسود R.S";"ك";"1.0000";"0.0000";"-";"0.0000";"414.0000";"414.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"26";"12/04/2026 12:00:00 ص";"12/04/2026 10:35:58 م";;"محل 1";"ابليك مجدول نيون اسود";"ك";"1.0000";"0.0000";"-";"0.0000";"350.0000";"350.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"26";"12/04/2026 12:00:00 ص";"12/04/2026 10:35:58 م";;"محل 1";"مكواه لحام بيضاء(high/low)";"ك";"2.0000";"0.0000";"-";"0.0000";"150.0000";"300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"26";"12/04/2026 12:00:00 ص";"12/04/2026 10:35:58 م";;"محل 1";"محول سخان 3 فولت 2A باور تك";"ك";"2.0000";"0.0000";"-";"0.0000";"30.0000";"60.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"27";"13/04/2026 12:00:00 ص";"13/04/2026 06:45:53 م";;"محل 1";"غطاء بواط 10*15 ابو العز";"قطعه";"15.0000";"0.0000";"-";"0.0000";"3.2500";"48.7500000000000"
"True";"";" ";"ابراهيم الضويني ";"28";"13/04/2026 12:00:00 ص";"13/04/2026 06:03:49 م";;"محل 1";"ابليك مجدول نيون اسود";"ك";"2.0000";"0.0000";"-";"0.0000";"350.0000";"700.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"28";"13/04/2026 12:00:00 ص";"13/04/2026 06:03:49 م";;"محل 1";"سلك 3 ملي شعر السويدي (H)";"متر ";"4.5000";"0.0000";"-";"0.0000";"19.6700";"88.5150000000000"
"True";"";" ";"ابراهيم الضويني ";"29";"14/04/2026 12:00:00 ص";"14/04/2026 10:55:24 م";;"المخزن ";"ابليك حربه نيون اسود";"ك";"2.0000";"0.0000";"-";"0.0000";"325.0000";"650.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"30";"15/04/2026 12:00:00 ص";"15/04/2026 01:07:25 م";;"محل 1";"بكره ليد 60 ورم (RS)";"ك";"2.0000";"0.0000";"-";"0.0000";"42.5000";"85.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"31";"16/04/2026 12:00:00 ص";"16/04/2026 03:46:21 م";;"محل 1";"اب داون 8066 جرين لايت";"ك";"1.0000";"0.0000";"-";"0.0000";"200.0000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور واير ليس ورم (20سم) جرين لايت";"متر";"22.0000";"0.0000";"-";"0.0000";"21.5000";"473.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور دابل ورم فوكسي";"متر";"2.0000";"0.0000";"-";"0.0000";"18.0000";"36.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور دابل وايرليس ورم جرين لايت";"متر ";"12.0000";"0.0000";"-";"0.0000";"18.7700";"225.2400000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور واير ليس 2تكه";"لفه";"1.0000";"0.0000";"-";"0.0000";"2000.0000";"2000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور سنجل ابيض وايرليس المصري";"متر";"2.0000";"0.0000";"-";"0.0000";"19.5000";"39.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور سنجل واير ليس ورم جرين لايت";"متر ";"17.0000";"0.0000";"-";"0.0000";"13.5000";"229.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور دابل ابيض جرين لايت";"متر ";"5.0000";"0.0000";"-";"0.0000";"13.3500";"66.7500000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور دابل احمر جرين لايت";"متر ";"15.0000";"0.0000";"-";"0.0000";"13.3500";"200.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور 2تكه (ابيض/ورم) جرين لايت";"متر";"18.0000";"0.0000";"-";"0.0000";"22.2500";"400.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور 2تكه (ورم/ازرق) جرين لايت";"متر ";"3.0000";"0.0000";"-";"0.0000";"22.2500";"66.7500000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور سنجل ورم جرين لايت";"متر ";"4.0000";"0.0000";"-";"0.0000";"7.9000";"31.6000000000000"
"True";"";" ";"ابراهيم الضويني ";"32";"16/04/2026 12:00:00 ص";"16/04/2026 04:26:43 م";;"محل 1";"ليد بيت نور سنجل ابيض جرين لايت";"متر ";"6.0000";"0.0000";"-";"0.0000";"7.9000";"47.4000000000000"
"True";"";" ";"يوسف محمود";"33";"16/04/2026 12:00:00 ص";"16/04/2026 08:54:14 م";;"محل 1";"ابليك مجدول نيون اسود";"ك";"1.0000";"0.0000";"-";"0.0000";"335.0000";"335.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"34";"16/04/2026 12:00:00 ص";"16/04/2026 10:24:09 م";;"محل 1";"غطاء بواط 10*15 ابو العز";"قطعه";"150.0000";"0.0000";"-";"0.0000";"3.2500";"487.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"35";"18/04/2026 12:00:00 ص";"18/04/2026 02:45:10 م";;"محل 1";"غطاء بواط 10*15 ابو العز";"قطعه";"150.0000";"0.0000";"-";"0.0000";"3.2500";"487.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"35";"18/04/2026 12:00:00 ص";"18/04/2026 02:45:10 م";;"محل 1";"علبه ماجيك مفرد ابو العز";"قطعه";"5.0000";"0.0000";"-";"0.0000";"3.4000";"17.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"35";"18/04/2026 12:00:00 ص";"18/04/2026 02:45:10 م";;"محل 1";"وصله بفيشه محول";"ك";"100.0000";"0.0000";"-";"0.0000";"2.5000";"250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"36";"18/04/2026 12:00:00 ص";"18/04/2026 04:29:17 م";;"محل 1";"كشاف 18 وات خارج ورم لوجيك";"ك";"8.0000";"0.0000";"-";"0.0000";"75.0000";"600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"37";"19/04/2026 12:00:00 ص";"19/04/2026 05:53:24 م";;"محل 1";"سينسور ( 2ضلفه) 12 فولت (RS)";"ك";"3.0000";"0.0000";"-";"0.0000";"180.0000";"540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"37";"19/04/2026 12:00:00 ص";"19/04/2026 05:53:24 م";;"محل 1";"سينسور تاتش 220 فولت (1حركه) (S)";"ك";"3.0000";"0.0000";"-";"0.0000";"90.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"37";"19/04/2026 12:00:00 ص";"19/04/2026 05:53:24 م";;"محل 1";"ابليك 41 دهبي R.S";"ك";"1.0000";"0.0000";"-";"0.0000";"450.0000";"450.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"37";"19/04/2026 12:00:00 ص";"19/04/2026 05:53:24 م";;"محل 1";"ابليك 41 اسود R.S";"ك";"1.0000";"0.0000";"-";"0.0000";"400.0000";"400.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"38";"20/04/2026 12:00:00 ص";"20/04/2026 03:51:33 م";;"محل 1";"اسبوت 6024 بيج هوم لايت بالدوايه";"ك";"10.0000";"0.0000";"-";"0.0000";"15.0000";"150.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"39";"21/04/2026 12:00:00 ص";"21/04/2026 12:11:06 ص";;"محل 1";"ابليك جرس اسود";"ك";"1.0000";"0.0000";"-";"0.0000";"420.0000";"420.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"8.0000";"0.0000";"-";"0.0000";"82.0000";"656.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"لمبه ليد 40 وات ابيض جرين لايت ضمان عام";"ك";"1.0000";"0.0000";"-";"0.0000";"73.0000";"73.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"باور سبلاي 12 فولت 100 وات 8.3 امبير المدهش ضمان 2 عام";"ك";"1.0000";"0.0000";"-";"0.0000";"155.0000";"155.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"باور سبلاي 12 فولت 150 وات 12.5 امبير المدهش ضمان 2عام";"ك";"1.0000";"0.0000";"-";"0.0000";"185.0000";"185.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"باور سبلاي 12 فولت 400 وات 33.3 امبير المدهش ضمان 2 عام";"ك";"1.0000";"0.0000";"-";"0.0000";"260.0000";"260.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"اب داون 2وات اسود  بلاستيك جرين لايت";"ك";"1.0000";"0.0000";"-";"0.0000";"25.0000";"25.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"40";"22/04/2026 12:00:00 ص";"22/04/2026 11:39:37 ص";;"محل 1";"اب داون BD8055/2 (ميني) اسود جرين لايت";"ك";"1.0000";"0.0000";"-";"0.0000";"75.0000";"75.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"41";"22/04/2026 12:00:00 ص";"22/04/2026 07:24:53 م";;"محل 1";"وش ركنه اسمايل يو اس بي بالشاحن";"ك";"3.0000";"0.0000";"-";"0.0000";"90.0000";"270.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"42";"22/04/2026 12:00:00 ص";"22/04/2026 10:17:04 م";;"محل 1";"كوره زجاجيه";"ك";"2.0000";"0.0000";"-";"0.0000";"35.0000";"70.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"43";"23/04/2026 12:00:00 ص";"23/04/2026 09:04:53 م";;"محل 1";"علبه ماجيك مفرد ابو العز";"قطعه";"1.0000";"0.0000";"-";"0.0000";"3.4000";"3.4000000000000"
"True";"";" ";"ابراهيم الضويني ";"44";"26/04/2026 12:00:00 ص";"26/04/2026 01:32:25 م";;"محل 1";"كوره زجاجيه";"ك";"1.0000";"0.0000";"-";"0.0000";"35.0000";"35.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"45";"26/04/2026 12:00:00 ص";"26/04/2026 01:40:11 م";;"المخزن ";"ابليك 2572 جرين لايت";"ك";"6.0000";"0.0000";"-";"0.0000";"355.0000";"2130.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"46";"27/04/2026 12:00:00 ص";"27/04/2026 12:24:16 م";;"المخزن ";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"98.0000";"0.0000";"-";"0.0000";"88.0000";"8624.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"47";"27/04/2026 12:00:00 ص";"27/04/2026 11:13:42 م";;"محل 1";"وصله بفيشه محول";"ك";"100.0000";"0.0000";"-";"0.0000";"2.0000";"200.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"48";"28/04/2026 12:00:00 ص";"28/04/2026 05:27:23 م";;"محل 1";"علبه ماجيك مفرد ابو العز";"قطعه";"10.0000";"0.0000";"-";"0.0000";"3.4000";"34.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"49";"28/04/2026 12:00:00 ص";"28/04/2026 05:35:55 م";;"محل 1";"مشترك + mk فورلايت";"ك";"6.0000";"0.0000";"-";"0.0000";"16.0000";"96.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"50";"29/04/2026 12:00:00 ص";"29/04/2026 12:16:30 م";;"محل 1";"باور سبلاي 12 فولت 100 وات 8.3 امبير المدهش ضمان 2 عام";"ك";"1.0000";"0.0000";"-";"0.0000";"180.0000";"180.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"50";"29/04/2026 12:00:00 ص";"29/04/2026 12:16:30 م";;"محل 1";"باور سبلاي 12 فولت 150 وات 12.5 امبير المدهش ضمان 2عام";"ك";"1.0000";"0.0000";"-";"0.0000";"190.0000";"190.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"50";"29/04/2026 12:00:00 ص";"29/04/2026 12:16:30 م";;"محل 1";"اب داون 2409 جرين لايت";"ك";"1.0000";"0.0000";"-";"0.0000";"245.0000";"245.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"51";"02/05/2026 12:00:00 ص";"02/05/2026 02:35:20 م";;"محل 1";"افيز (حزام ) بلاستيك 30سم";"ك";"3.0000";"0.0000";"-";"0.0000";"35.0000";"105.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"52";"02/05/2026 12:00:00 ص";"02/05/2026 11:33:10 م";;"محل 1";"محول سوبر سليم 12 فولت 24 وات 2 امبير";"ك";"2.0000";"0.0000";"-";"0.0000";"60.0000";"120.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"52";"02/05/2026 12:00:00 ص";"02/05/2026 11:33:10 م";;"محل 1";"بروفايل 1.5 سم داخل";"ك";"1.0000";"0.0000";"-";"0.0000";"80.0000";"80.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"53";"04/05/2026 12:00:00 ص";"04/05/2026 03:15:38 م";;"محل 1";"علبه ماجيك مفرد ابو العز";"قطعه";"20.0000";"0.0000";"-";"0.0000";"3.4000";"68.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"53";"04/05/2026 12:00:00 ص";"04/05/2026 03:15:38 م";;"محل 1";"علبه ماجيك مجوز ابو العز";"قطعه";"3.0000";"0.0000";"-";"0.0000";"6.7500";"20.2500000000000"
"True";"";" ";"ابراهيم الضويني ";"54";"05/05/2026 12:00:00 ص";"05/05/2026 07:12:18 م";;"محل 1";"بواط 20*20 بالغطاء ابو العز";"قطعه";"1.0000";"0.0000";"-";"0.0000";"20.0000";"20.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"55";"07/05/2026 12:00:00 ص";"07/05/2026 01:01:42 م";;"المخزن ";"اب داون 2235/15 اسود*اسود (فرعوني ) بلاستيك (RS)";"ك";"8.0000";"0.0000";"-";"0.0000";"100.0000";"800.0000000000000"
