التحويلات بين المخازن تفصيلية 

"التحديد";"م";"العملية";"المدخل";"كود التحويل";"التاريخ";"الوقت";"كود الصنف";"من مخزن";"الى المخزن";"الصنف";"الوحدة";"الكمية";"السعر";"الاجمالى"
"colchkbox";"moslsl";"title";"fuser";"idno_s";"fshortdate";"ftime";"fcodeunit";"fstorfrom";"fstorto";"fname";"funit";"fquntity";"fpr_s";"gtot"
"True";"";" ";"ابراهيم الضويني ";"62";"18/02/2026 12:00:00 ص";"18/02/2026 01:45:44 م";;"المخزن ";"محل 1";"بروفايل 1*1 سم داخل";"ك";"2.0000";"88.0000";"176.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"62";"18/02/2026 12:00:00 ص";"18/02/2026 01:45:44 م";;"المخزن ";"محل 1";"بكره ليد 120 ورم R.S";"ك";"100.0000";"62.5000";"6250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"62";"18/02/2026 12:00:00 ص";"18/02/2026 01:45:44 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"2.0000";"517.5000";"1035.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"63";"18/02/2026 12:00:00 ص";"18/02/2026 02:42:48 م";;"محل 1";"محل 2";"لمبه ديسكو Neon";"ك";"5.0000";"30.5000";"152.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"61";"16/02/2026 12:00:00 ص";"16/02/2026 02:27:13 م";;"محل 1";"محل 2";"بكره ليد 120 ورم R.S";"ك";"20.0000";"62.5000";"1250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"وش بالشاسيه (MK+USB) اسود/ابيض كون نايس";"ك";"20.0000";"155.0000";"3100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"اب داون 2248/2 اسود لايت داي";"ك";"20.0000";"28.0000";"560.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"اب داون 2248/2 دهبي بلاستيك لايت داي";"ك";"20.0000";"42.0000";"840.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"57.0000";"21.5000";"1225.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"كلبس توصيل ليد 8 مم بالسلك";"ك";"100.0000";"5.5000";"550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"كلبس توصيل ليد بسلك";"ك";"100.0000";"5.5850";"558.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"المخزن ";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"2800.0000";"105.0000";"294000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"300.0000";"22.0000";"6600.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"محل 2";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"50.0000";"105.0000";"5250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"محل 2";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"50.0000";"22.0000";"1100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"محل 2";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"57.0000";"21.5000";"1225.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"محل 2";"اب داون 2248/2 اسود لايت داي";"ك";"20.0000";"28.0000";"560.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"محل 2";"اب داون 2248/2 دهبي بلاستيك لايت داي";"ك";"20.0000";"42.0000";"840.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"محل 2";"وش بالشاسيه (MK+USB) اسود/ابيض كون نايس";"ك";"10.0000";"155.0000";"1550.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"ابليك 37 اسود هوم لايت";"ك";"4.0000";"299.2500";"1197.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"ابليك s043 اسود(سوسته) هوم لايت";"ك";"4.0000";"280.0000";"1120.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"خرطوم  سوسته 13مم وسط ابو العز";"لفه";"1.0000";"29.7000";"29.7000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"خرطوم  سوسته 16مم وسط ابو العز";"لفه";"1.0000";"31.5000";"31.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"5.0000";"205.0000";"1025.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"فيشه دكر كاوتش بونو";"ك";"300.0000";"7.7000";"2310.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"فيشه نتايه كاوتش بونو";"ك";"200.0000";"7.7000";"1540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"اب داون 2وات اسود  بلاستيك جرين لايت";"ك";"30.0000";"24.9167";"747.5010000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"المخزن ";"محل 1";"سينسور تاتش 220 فولت (1 حركه) سلك 3 م kr";"ك";"50.0000";"105.0000";"5250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"المخزن ";"بروفايل 1.7 سم داخل وسط جديد";"ك";"150.0000";"62.0000";"9300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"64";"18/02/2026 12:00:00 ص";"18/02/2026 05:18:59 م";;"محل 1";"المخزن ";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"150.0000";"70.0000";"10500.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"65";"18/02/2026 12:00:00 ص";"18/02/2026 08:59:03 م";;"محل 1";"محل 2";"محول علبه 12 فولت 1.5 امبير هوم لايت";"ك";"50.0000";"22.0000";"1100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"65";"18/02/2026 12:00:00 ص";"18/02/2026 08:59:03 م";;"المخزن ";"محل 1";"ابليك 37 اسود هوم لايت";"ك";"1.0000";"283.5000";"283.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"65";"18/02/2026 12:00:00 ص";"18/02/2026 08:59:03 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"1.0000";"205.0000";"205.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"65";"18/02/2026 12:00:00 ص";"18/02/2026 08:59:03 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"8.0000";"69.0000";"552.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"65";"18/02/2026 12:00:00 ص";"18/02/2026 08:59:03 م";;"محل 1";"المخزن ";"لمبه ليد 9 وات ابيض جرين لايت ضمان عام";"ك";"58.0000";"18.0000";"1044.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"66";"18/02/2026 12:00:00 ص";"18/02/2026 09:50:58 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"300.0000";"1.9000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"67";"19/02/2026 12:00:00 ص";"19/02/2026 01:45:00 م";;"المخزن ";"محل 1";"سلك ترمو 2*3 مم السمكه";"لفه";"1.0000";"4275.0000";"4275.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"67";"19/02/2026 12:00:00 ص";"19/02/2026 01:45:00 م";;"المخزن ";"محل 1";"سلك ترمو 1 مم السمكه";"لفه";"1.0000";"1492.0000";"1492.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"68";"19/02/2026 12:00:00 ص";"19/02/2026 04:31:23 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"2.0000";"517.5000";"1035.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"69";"19/02/2026 12:00:00 ص";"19/02/2026 05:00:45 م";;"المخزن ";"محل 1";"جاك دكر ليد";"ك";"500.0000";"1.9000";"950.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"69";"19/02/2026 12:00:00 ص";"19/02/2026 05:00:45 م";;"المخزن ";"محل 1";"جاك نتايه ليد";"ك";"200.0000";"1.9000";"380.0000000000000"
"True";"";" ";"مدير الشركه مصطفي";"69";"19/02/2026 12:00:00 ص";"19/02/2026 05:00:45 م";;"المخزن ";"محل 1";"جاك دكر ليد";"ك";"300.0000";"1.9000";"570.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"70";"21/02/2026 12:00:00 ص";"21/02/2026 01:23:59 م";;"المخزن ";"محل 1";"غطاء بواط 10*15 ابو العز";"قطعه";"150.0000";"3.2500";"487.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"70";"21/02/2026 12:00:00 ص";"21/02/2026 01:23:59 م";;"محل 1";"المخزن ";"اب داون 2235/15 اسود*دهبي (فرعوني ) بلاستيك(RS)";"ك";"44.0000";"90.9091";"4000.0004000000000"
"True";"";" ";"ابراهيم الضويني ";"70";"21/02/2026 12:00:00 ص";"21/02/2026 01:23:59 م";"OR-3120";"المخزن ";"محل 1";"شاسيه سانشي اورجينال";"ك";"130.0000";"7.5000";"975.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"71";"21/02/2026 12:00:00 ص";"21/02/2026 05:07:09 م";;"المخزن ";"محل 1";"اب داون 107/2 اسود (بلاستيك ) لايت داي";"ك";"10.0000";"90.0000";"900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"72";"21/02/2026 12:00:00 ص";"21/02/2026 05:21:53 م";"kle-22";"المخزن ";"محل 1";"اب داون 2 وات اسود معدن المدهش";"ك";"12.0000";"58.0000";"696.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"72";"21/02/2026 12:00:00 ص";"21/02/2026 05:21:53 م";;"المخزن ";"محل 1";"اب داون 107/1 اسود بلاستيك (لايت داي)";"ك";"10.0000";"66.0000";"660.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"73";"22/02/2026 12:00:00 ص";"22/02/2026 12:27:43 ص";;"المخزن ";"محل 1";"لمبه ليد 40 وات ابيض جرين لايت ضمان عام";"ك";"13.0000";"60.0000";"780.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"73";"22/02/2026 12:00:00 ص";"22/02/2026 12:27:43 ص";;"محل 2";"محل 1";"اب داون 2248/2 اسود لايت داي";"ك";"8.0000";"28.0000";"224.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"المخزن ";"محل 1";"اب داون 107/2 اسود (بلاستيك ) لايت داي";"ك";"1.0000";"90.0000";"90.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";"kle-22";"المخزن ";"محل 1";"اب داون 2 وات اسود معدن المدهش";"ك";"4.0000";"58.0000";"232.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"ابليك (8) (A-8) اسود";"ك";"20.0000";"245.0000";"4900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"ابليك (بيضاوي) (A-12) اسود";"ك";"61.0000";"238.5246";"14550.0006000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"ابليك (تويست) (A-4) اسود";"ك";"20.0000";"245.0000";"4900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"ابليك (حرف L ) (A-37) اسود";"ك";"27.0000";"245.0000";"6615.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"ابليك (مزدوج) (A-33)  اسود";"ك";"11.0000";"250.0000";"2750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"ابليك 37 اسود هوم لايت";"ك";"2.0000";"315.0000";"630.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"اسبوت 6+6 زجاجي 3 لون جرين لايت";"ك";"45.0000";"29.0000";"1305.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"اسبوت مدور اسود سيلفيا";"ك";"100.0000";"12.5000";"1250.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"اسبوت مربع ابيض سيلفيا";"ك";"100.0000";"13.0000";"1300.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"محل 1";"المخزن ";"بكره ليد 120 ورم R.S";"ك";"102.0000";"62.5000";"6375.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"3.0000";"205.0000";"615.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"المخزن ";"محل 1";"ابليك 034 اسود R.S";"ك";"1.0000";"517.5000";"517.5000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"المخزن ";"محل 1";"مسطره ليد 12 فولت بالمحول(120/متر) ورم R.S";"ك";"50.0000";"35.0000";"1750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"74";"23/02/2026 12:00:00 ص";"23/02/2026 11:24:34 م";;"المخزن ";"محل 1";"بكره ليد 120 ورم R.S";"ك";"30.0000";"62.5000";"1875.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"وصله جاهزه بالكمثرى بيضاء R.S";"ك";"38.0000";"21.5000";"817.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"لمبه ليد 50 وات ابيض جرين لايت ضمان عام";"ك";"6.0000";"69.0000";"414.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"مفتاح كمثرى ابيض على كارت R.S";"ك";"100.0000";"7.5000";"750.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"ابليك s043 اسود(سوسته) هوم لايت";"ك";"16.0000";"280.0000";"4480.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"سلك سماعه ربع ملي (R.S)";"لفه";"20.0000";"95.0000";"1900.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"بكره ليد 60 ورم هوم لايت";"ك";"200.0000";"40.0000";"8000.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"دايره ريموت 1 خط بلاستيك هوم لايت";"ك";"25.0000";"85.0000";"2125.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"1.0000";"205.0000";"205.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"75";"24/02/2026 12:00:00 ص";"24/02/2026 05:03:53 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"1.0000";"205.0000";"205.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"76";"25/02/2026 12:00:00 ص";"25/02/2026 01:55:34 ص";;"المخزن ";"محل 2";"فيشه دكر كاوتش بونو";"ك";"200.0000";"7.7000";"1540.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"76";"25/02/2026 12:00:00 ص";"25/02/2026 01:55:34 ص";;"المخزن ";"محل 1";"اب داون 107/2 اسود (بلاستيك ) لايت داي";"ك";"9.0000";"90.0000";"810.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"76";"25/02/2026 12:00:00 ص";"25/02/2026 01:55:34 ص";;"المخزن ";"محل 1";"ابليك 41 اسود R.S";"ك";"3.0000";"373.3333";"1119.9999000000000"
"True";"";" ";"ابراهيم الضويني ";"77";"25/02/2026 12:00:00 ص";"25/02/2026 02:07:55 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل وسط جديد";"ك";"50.0000";"62.0000";"3100.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"77";"25/02/2026 12:00:00 ص";"25/02/2026 02:07:55 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"10.0000";"205.0000";"2050.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"77";"25/02/2026 12:00:00 ص";"25/02/2026 02:07:55 م";;"المخزن ";"محل 1";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"3.0000";"205.0000";"615.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"78";"25/02/2026 12:00:00 ص";"25/02/2026 02:47:23 م";;"محل 1";"المخزن ";"سلك ترمو 0.5 مم ابيض الشرق";"لفه";"1.0000";"205.0000";"205.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"78";"25/02/2026 12:00:00 ص";"25/02/2026 02:47:23 م";;"محل 1";"المخزن ";"سلك ترمو 0.5 مم اسود الشرق";"لفه";"1.0000";"205.0000";"205.0000000000000"
"True";"";" ";"ابراهيم الضويني ";"79";"25/02/2026 12:00:00 ص";"25/02/2026 02:48:08 م";;"المخزن ";"محل 1";"بروفايل 1.7 سم داخل اسود وسط جديد";"ك";"50.0000";"70.0000";"3500.0000000000000"
